speed_ticks,speed,Kalman_gain,posterior_x_phi,omega_x,omega_y,omega_z,m_lean_angle_meas,m_lean_angle,bias,lean_rate,enc_counts_hand,enc_counts_fork,m_hand_angle,m_fork_angle,steer_rate,voltage_mtr_driver,m_lean_torque,sil_command,post_fork_pwm,post_hand_pwm,command_hand
0,0.00,0.00057,0.00058,-0.00,-0.02,-0.02,0.00,0.00058,0.00,-0.00443,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00058,0.00054,-0.00,-0.02,-0.01,-0.00,0.00054,0.00,-0.00247,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00058,0.00051,0.00,-0.02,-0.02,0.00,0.00051,0.00,0.00026,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00059,0.00051,-0.01,-0.02,-0.02,-0.00,0.00051,0.00,-0.00514,3515,5877,-0.00603,0.07531,0.00000,2.16,0.00,,16384,20682,-5.10
0,0.00,0.00059,0.00046,-0.00,-0.02,-0.02,-0.00,0.00046,0.00,-0.00204,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00060,0.00044,-0.01,-0.02,-0.02,0.00,0.00044,0.00,-0.00534,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00060,0.00039,-0.00,-0.02,-0.01,0.00,0.00039,0.00,-0.00232,3515,5877,-0.00603,0.07531,0.00000,2.16,0.00,,16384,20682,-5.10
0,0.00,0.00061,0.00036,-0.00,-0.02,-0.02,-0.00,0.00036,0.00,-0.00016,3515,5877,-0.00603,0.07531,0.00000,2.16,0.00,,16384,20682,-5.10
0,0.00,0.00061,0.00036,0.00,-0.02,-0.02,-0.00,0.00036,0.00,0.00023,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00062,0.00036,0.00,-0.02,-0.02,0.00,0.00036,0.00,0.00105,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00062,0.00037,-0.00,-0.02,-0.01,0.00,0.00037,0.00,-0.00098,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00062,0.00036,0.00,-0.02,-0.01,-0.00,0.00036,0.00,0.00239,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00063,0.00039,0.00,-0.02,-0.01,0.00,0.00039,0.00,0.00223,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00063,0.00041,0.01,-0.02,-0.01,0.00,0.00041,0.00,0.00591,3515,5877,-0.00603,0.07531,0.00000,2.16,0.00,,16384,20682,-5.10
0,0.00,0.00064,0.00047,0.01,-0.02,-0.02,-0.00,0.00047,0.00,0.00517,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00064,0.00052,0.01,-0.02,-0.01,0.00,0.00052,0.00,0.00685,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00065,0.00059,0.00,-0.01,-0.01,0.00,0.00059,0.00,0.00200,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
0,0.00,0.00065,0.00061,0.00,-0.02,-0.01,0.00,0.00061,0.00,0.00113,3515,5877,-0.00603,0.07531,0.00000,2.16,0.00,,16384,20682,-5.10
0,0.00,0.00066,0.00062,-0.00,-0.02,-0.01,0.00,0.00062,0.00,-0.00204,3515,5877,-0.00603,0.07531,0.00000,2.16,0.00,,16384,20682,-5.10
0,0.00,0.00066,0.00060,-0.00,-0.02,-0.02,-0.00,0.00060,0.00,-0.00118,3515,5877,-0.00603,0.07531,0.00000,2.15,0.00,,16384,20682,-5.10
